face_images,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,instructions.started,text.started,instruct_resp.started,instructions.stopped,instruct_resp.keys,instruct_resp.rt,instruct_resp.duration,trial.started,image.started,valence_text.started,valence_slider.started,valence_text.stopped,valence_slider.stopped,arousal_text.started,arousal_slider.started,arousal_text.stopped,arousal_slider.stopped,emo_intense_text.started,emotional_intensity_slider.started,emo_intense_text.stopped,emotional_intensity_slider.stopped,familiar_text.started,familiarity_slider.started,familiar_text.stopped,familiarity_slider.stopped,emo_express_text.started,emotion_express_slider.started,emo_express_text.stopped,trial.stopped,valence_slider.response,valence_slider.rt,arousal_slider.response,arousal_slider.rt,emotional_intensity_slider.response,emotional_intensity_slider.rt,familiarity_slider.response,familiarity_slider.rt,emotion_express_slider.response,emotion_express_slider.rt,end.started,text_2.started,text_2.stopped,end.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,0.012501399993197992,0.015077399992151186,0.015077399992151186,3.2654827999940608,space,3.2415862000052584,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,487257,001,2024-08-01_16h07.14.917,2nd_exp,2024.1.5,None,2024-08-01 16h07.28.430602 +0530,
images/4n.tiff,0,0,0,2,3.448765499997535,,,,,,,,,3.2701811000006273,3.448765499997535,3.448765499997535,3.448765499997535,12.92437749999226,12.92437749999226,12.92437749999226,12.92437749999226,45.126823799990234,45.126823799990234,45.126823799990234,45.126823799990234,48.4992232999939,48.4992232999939,48.4992232999939,48.4992232999939,68.75901789999625,68.75901789999625,68.75901789999625,68.75901789999625,72.71117489998869,72.57691969998996,3.0,9.611617499991553,3.0,41.77397850000125,2.0,45.1189016999997,5.0,65.35378169998876,3.0,69.15144279999367,,,,,487257,001,2024-08-01_16h07.14.917,2nd_exp,2024.1.5,None,2024-08-01 16h07.28.430602 +0530,
images/5n.tiff,0,1,1,5,72.71117489998869,,,,,,,,,72.57735039999534,72.71117489998869,72.71117489998869,72.71117489998869,76.06336869999359,76.06336869999359,76.06336869999359,76.06336869999359,77.72949729999527,77.72949729999527,77.72949729999527,77.72949729999527,79.74213969999983,79.74213969999983,79.74213969999983,79.74213969999983,92.16475429999991,92.16475429999991,92.16475429999991,92.16475429999991,97.93696659999841,97.79526449998957,1.0,3.452935699999216,1.0,5.0849855999986175,6.0,7.072456699999748,6.0,19.475570499998867,2.0,25.091638400001102,,,,,487257,001,2024-08-01_16h07.14.917,2nd_exp,2024.1.5,None,2024-08-01 16h07.28.430602 +0530,
images/5h.tiff,0,2,2,4,97.93696659999841,,,,,,,,,97.79553189998842,97.93696659999841,97.93696659999841,97.93696659999841,101.53495479999401,101.53495479999401,101.53495479999401,101.53495479999401,106.05326919999789,106.05326919999789,106.05326919999789,106.05326919999789,108.67937639998854,108.67937639998854,108.67937639998854,108.67937639998854,115.39721549999376,115.39721549999376,115.39721549999376,115.39721549999376,117.25090949999867,117.10891609999817,6.0,3.6995413999975426,5.0,8.183306000006269,6.0,10.784149900006014,6.0,17.483397000003606,1.0,19.18029029999161,,,,,487257,001,2024-08-01_16h07.14.917,2nd_exp,2024.1.5,None,2024-08-01 16h07.28.430602 +0530,
images/10h.tiff,0,3,3,7,117.25090949999867,,,,,,,,,117.10918579999998,117.25090949999867,117.25090949999867,117.25090949999867,141.7351525999984,141.7351525999984,141.7351525999984,141.7351525999984,146.10690889999387,146.10690889999387,146.10690889999387,146.10690889999387,150.05240539999795,150.05240539999795,150.05240539999795,150.05240539999795,152.57152399999904,152.57152399999904,152.57152399999904,152.57152399999904,154.4305819000001,154.29670259999693,5.0,24.585888299989165,6.0,28.92326250000042,6.0,32.84347590000834,5.0,35.34367469999415,1.0,37.054086600008304,,,,,487257,001,2024-08-01_16h07.14.917,2nd_exp,2024.1.5,None,2024-08-01 16h07.28.430602 +0530,
images/10n.tiff,0,4,4,8,154.4305819000001,,,,,,,,,154.29697289998876,154.4305819000001,154.4305819000001,154.4305819000001,158.56957649999822,158.56957649999822,158.56957649999822,158.56957649999822,163.58109899998817,163.58109899998817,163.58109899998817,163.58109899998817,166.7934230999963,166.7934230999963,166.7934230999963,166.7934230999963,169.44581979999202,169.44581979999202,169.44581979999202,169.44581979999202,171.97255429999495,171.81103489999077,4.0,4.240271799993934,3.0,9.217386200005421,4.0,12.40368689999741,3.0,15.0370760000078,3.0,17.388723900003242,,,,,487257,001,2024-08-01_16h07.14.917,2nd_exp,2024.1.5,None,2024-08-01 16h07.28.430602 +0530,
images/18n.tiff,0,5,5,11,171.97255429999495,,,,,,,,,171.81130489999487,171.97255429999495,171.97255429999495,171.97255429999495,176.31027709999762,176.31027709999762,176.31027709999762,176.31027709999762,179.22932249998848,179.22932249998848,179.22932249998848,179.22932249998848,181.268611099993,181.268611099993,181.268611099993,181.268611099993,186.1337921999948,186.1337921999948,186.1337921999948,186.1337921999948,188.4070694999973,188.24565689999145,4.0,4.438261899995268,3.0,7.323306799997226,5.0,9.337170300001162,5.0,14.183691799989901,3.0,16.28090689999226,,,,,487257,001,2024-08-01_16h07.14.917,2nd_exp,2024.1.5,None,2024-08-01 16h07.28.430602 +0530,
images/10.tiff,0,6,6,6,188.4070694999973,,,,,,,,,188.24594399999478,188.4070694999973,188.4070694999973,188.4070694999973,198.75619649999135,198.75619649999135,198.75619649999135,198.75619649999135,202.30167429998983,202.30167429998983,202.30167429998983,202.30167429998983,205.76734729998861,205.76734729998861,205.76734729998861,205.76734729998861,209.67262719999417,209.67262719999417,209.67262719999417,209.67262719999417,214.313046700001,214.1705665999907,3.0,10.450812900002347,4.0,13.960283100008382,6.0,17.40092739999818,2.0,21.28762909999932,4.0,25.771390399997472,,,,,487257,001,2024-08-01_16h07.14.917,2nd_exp,2024.1.5,None,2024-08-01 16h07.28.430602 +0530,
images/18.tiff,0,7,7,9,214.313046700001,,,,,,,,,214.1708365999948,214.313046700001,214.313046700001,214.313046700001,219.1089634999953,219.1089634999953,219.1089634999953,219.1089634999953,221.16218559999834,221.16218559999834,221.16218559999834,221.16218559999834,223.46799229999306,223.46799229999306,223.46799229999306,223.46799229999306,238.8897050999949,238.8897050999949,238.8897050999949,238.8897050999949,240.88939729999402,240.74791289999848,1.0,4.897504500011564,1.0,6.916321600001538,6.0,9.197075400006725,2.0,24.599470699991798,2.0,26.44357599999057,,,,,487257,001,2024-08-01_16h07.14.917,2nd_exp,2024.1.5,None,2024-08-01 16h07.28.430602 +0530,
images/18h.tiff,0,8,8,10,240.88939729999402,,,,,,,,,240.74819019999995,240.88939729999402,240.88939729999402,240.88939729999402,246.06053839999367,246.06053839999367,246.06053839999367,246.06053839999367,247.84690249999403,247.84690249999403,247.84690249999403,247.84690249999403,249.93940139999904,249.93940139999904,249.93940139999904,249.93940139999904,251.55212519998895,251.55212519998895,251.55212519998895,251.55212519998895,254.62666529999115,254.49036279998836,6.0,5.272347299993271,5.0,7.024271899994346,6.0,9.092175199999474,5.0,10.686125399995944,1.0,13.609791899987613,,,,,487257,001,2024-08-01_16h07.14.917,2nd_exp,2024.1.5,None,2024-08-01 16h07.28.430602 +0530,
images/4h.tiff,0,9,9,1,254.62666529999115,,,,,,,,,254.49064279999584,254.62666529999115,254.62666529999115,254.62666529999115,258.6432466999977,258.6432466999977,258.6432466999977,258.6432466999977,260.86927589999686,260.86927589999686,260.86927589999686,260.86927589999686,262.1886749999976,262.1886749999976,262.1886749999976,262.1886749999976,264.0679953999934,264.0679953999934,264.0679953999934,264.0679953999934,265.68418640000164,265.54007949998777,6.0,4.120257800008403,5.0,6.31208110001171,6.0,7.604574999990291,6.0,9.464891399999033,1.0,10.921812100001262,,,,,487257,001,2024-08-01_16h07.14.917,2nd_exp,2024.1.5,None,2024-08-01 16h07.28.430602 +0530,
images/5.tiff,0,10,10,3,265.68418640000164,,,,,,,,,265.54034639999736,265.68418640000164,265.68418640000164,265.68418640000164,269.1863811999938,269.1863811999938,269.1863811999938,269.1863811999938,270.0261310999922,270.0261310999922,270.0261310999922,270.0261310999922,271.1187731999962,271.1187731999962,271.1187731999962,271.1187731999962,273.03836809999484,273.03836809999484,273.03836809999484,273.03836809999484,276.14296979999926,276.0030895999953,1.0,3.6053023999993457,2.0,4.411868299997877,1.0,5.479166600009194,2.0,7.3775038000021596,2.0,10.32806270000583,,,,,487257,001,2024-08-01_16h07.14.917,2nd_exp,2024.1.5,None,2024-08-01 16h07.28.430602 +0530,
images/4.tiff,0,11,11,0,276.14296979999926,,,,,,,,,276.00336299999617,276.14296979999926,276.14296979999926,276.14296979999926,277.83693949998997,277.83693949998997,277.83693949998997,277.83693949998997,278.809677199999,278.809677199999,278.809677199999,278.809677199999,282.28871660000004,282.28871660000004,282.28871660000004,282.28871660000004,286.48732629998995,286.48732629998995,286.48732629998995,286.48732629998995,288.18001659998845,288.17258069998934,1.0,1.7947372999915387,1.0,2.73302609998791,6.0,6.186865700001363,1.0,10.36671029998979,2.0,12.03773120000551,,,,,487257,001,2024-08-01_16h07.14.917,2nd_exp,2024.1.5,None,2024-08-01 16h07.28.430602 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288.17281379998894,288.18001659998845,296.17755639999814,296.1651708999998,487257,001,2024-08-01_16h07.14.917,2nd_exp,2024.1.5,None,2024-08-01 16h07.28.430602 +0530,
